origin_id,destination_id,total_cost
H38,C20,1394.708322
H38,C7,1210.351439
H38,C21,723.5909946
H38,C22,1571.671595
H38,C23,1803.008111
H38,C24,1823.327345
H38,C25,232.2248071
H38,C26,1512.957808
H38,C27,234.908658
H38,C28,1082.114254
H38,C31,1050.932516
H38,C29,712.258037
H38,C30,1415.255585
H39,C1,499.4065894
H39,C2,576.9964521
H39,C3,334.495202
H39,C4,252.0375976
H39,C5,77.96296531
H39,C6,267.2951169
H39,C8,225.4801138
H39,C9,619.9519245
H39,C10,872.9478365
H39,C11,1116.683925
H39,C12,1247.076167
H39,C13,1376.353985
H39,C14,1407.843956
H39,C15,598.7534906
H39,C16,796.5329663
H39,C17,1303.377815
H39,C18,1554.225822
H39,C19,1678.437409
H39,C20,1307.478111
H39,C7,1123.121228
H39,C21,636.3607833
H39,C22,1484.441383
H39,C23,1715.7779
H39,C24,1736.097134
H39,C25,144.9945958
H39,C26,1425.727596
H39,C27,147.6784467
H39,C28,994.884043
H39,C31,1139.850672
H39,C29,760.5416717
H39,C30,1504.17374
H40,C1,528.8562303
H40,C2,606.4460929
H40,C3,363.9448428
H40,C4,281.4872384
H40,C5,156.6953911
H40,C6,346.0275427
H40,C8,304.2125395
H40,C9,649.4015653
H40,C10,902.3974774
H40,C11,1146.133565
H40,C12,1276.525808
H40,C13,1405.803626
H40,C14,1437.293597
H40,C15,677.4859163
H40,C16,875.265392
H40,C17,1382.110241
H40,C18,1632.958247
H40,C19,1757.169835
H40,C20,1386.210537
H40,C7,1201.853653
H40,C21,715.093209
H40,C22,1563.173809
H40,C23,1794.510326
H40,C24,1814.82956
H40,C25,223.7270215
H40,C26,1504.460022
H40,C27,226.4108724
H40,C28,1073.616469
H40,C31,1169.300312
H40,C29,830.6258331
H40,C30,1533.623381
H41,C1,630.7427774
H41,C2,708.3326401
H41,C3,465.83139
H41,C4,383.3737856
H41,C5,104.7731249
H41,C6,199.8793606
H41,C8,158.0643574
H41,C9,751.2881124
H41,C10,1004.284025
H41,C11,1248.020113
H41,C12,1378.412355
H41,C13,1507.690173
H41,C14,1539.180144
H41,C15,531.3377342
H41,C16,729.11721
H41,C17,1235.962059
H41,C18,1486.810065
H41,C19,1611.021653
H41,C20,1240.062355
H41,C7,1055.705471
H41,C21,568.9450269
H41,C22,1417.025627
H41,C23,1648.362144
H41,C24,1668.681378
H41,C25,231.9180502
H41,C26,1358.31184
H41,C27,80.26269033
H41,C28,927.4682867
H41,C31,1271.18686
H41,C29,693.1259154
H41,C30,1635.509928
H42,C1,775.681806
H42,C2,853.2716687
H42,C3,610.7704186
H42,C4,528.3128142
H42,C5,249.7121535
H42,C6,80.91095728
H42,C8,251.6260065
H42,C9,896.227141
H42,C10,1149.223053
H42,C11,1392.959141
H42,C12,1523.351383
H42,C13,1652.629202
H42,C14,1527.576215
H42,C15,310.0534874
H42,C16,507.8329631
H42,C17,1116.993655
H42,C18,1367.841662
H42,C19,1492.05325
H42,C20,1121.093951
H42,C7,936.737068
H42,C21,347.6607801
H42,C22,1298.057224
H42,C23,1529.39374
H42,C24,1549.712974
H42,C25,376.8570788
H42,C26,1239.343437
H42,C27,175.6304315
H42,C28,808.4998834
H42,C31,1416.125888
H42,C29,574.1575121
H42,C30,1616.659659
H43,C1,568.7019983
H43,C2,646.2918609
H43,C3,600.8964905
H43,C4,682.412292
H43,C5,965.8589335
H43,C6,1155.191085
H43,C8,1113.376082
H43,C9,324.8576792
H43,C10,60.75573641
H43,C11,301.33415
H43,C12,431.7263923
H43,C13,561.0042105
H43,C14,592.4941813
H43,C15,1486.649459
H43,C16,1684.428935
H43,C17,1013.0016
H43,C18,1263.849607
H43,C19,1605.868548
H43,C20,1625.999953
H43,C7,1441.64307
H43,C21,1524.256751
H43,C22,1802.963225
H43,C23,1425.401685
H43,C24,1445.720919
H43,C25,1032.890564
H43,C26,873.7959629
H43,C27,1035.574415
H43,C28,1307.490163
H43,C31,324.500897
H43,C29,870.4716011
H43,C30,688.8239659
H44,C1,796.6776102
H44,C2,874.2674729
H44,C3,828.8721024
H44,C4,910.3879039
H44,C5,1193.834545
H44,C6,1383.166697
H44,C8,1341.351694
H44,C9,552.8332911
H44,C10,288.7313483
H44,C11,302.8595603
H44,C12,433.2518025
H44,C13,562.5296208
H44,C14,594.0195916
H44,C15,1714.625071
H44,C16,1912.404546
H44,C17,1014.52701
H44,C18,1265.375017
H44,C19,1607.393959
H44,C20,1627.525363
H44,C7,1443.16848
H44,C21,1752.232363
H44,C22,1804.488635
H44,C23,1426.927095
H44,C24,1447.246329
H44,C25,1260.866176
H44,C26,875.3213732
H44,C27,1263.550027
H44,C28,1309.015574
H44,C31,326.0263073
H44,C29,1098.447213
H44,C30,690.3493762
H45,C1,1760.229998
H45,C2,1837.819861
H45,C3,1595.318611
H45,C4,1512.861007
H45,C5,1234.260346
H45,C6,1046.971035
H45,C8,1236.174199
H45,C9,1831.656737
H45,C10,1567.554794
H45,C11,1336.209719
H45,C12,1466.601961
H45,C13,1595.879779
H45,C14,1043.023278
H45,C15,1396.917523
H45,C16,1594.696999
H45,C17,632.4407179
H45,C18,835.4402849
H45,C19,492.2293433
H45,C20,121.270045
H45,C7,198.4031024
H45,C21,1434.524816
H45,C22,559.7232581
H45,C23,989.0036707
H45,C24,649.6701248
H45,C25,1361.405271
H45,C26,754.7904991
H45,C27,1160.178624
H45,C28,323.9469458
H45,C31,1486.327962
H45,C29,1444.325169
H45,C30,1132.106721
H46,C1,1638.82484
H46,C2,1716.414702
H46,C3,1671.019332
H46,C4,1685.082848
H46,C5,1406.482187
H46,C6,1219.192876
H46,C8,1408.39604
H46,C9,1394.980521
H46,C10,1130.878578
H46,C11,899.5335026
H46,C12,1029.925745
H46,C13,1159.203563
H46,C14,606.3470617
H46,C15,1569.139364
H46,C16,1766.91884
H46,C17,190.1942997
H46,C18,142.6738434
H46,C19,484.6927851
H46,C20,808.7628548
H46,C7,624.4059713
H46,C21,1606.746657
H46,C22,688.0462787
H46,C23,304.2259216
H46,C24,324.5451557
H46,C25,1533.627112
H46,C26,318.1142831
H46,C27,1332.400465
H46,C28,490.2530651
H46,C31,1049.651746
H46,C29,1616.54701
H46,C30,695.4305052
H47,C1,814.631173
H47,C2,892.2210356
H47,C3,846.8256652
H47,C4,928.3414667
H47,C5,1211.788108
H47,C6,1401.12026
H47,C8,1359.305257
H47,C9,570.7868539
H47,C10,306.6849111
H47,C11,67.64489455
H47,C12,169.2929004
H47,C13,298.5707187
H47,C14,366.4998673
H47,C15,1732.578634
H47,C16,1930.358109
H47,C17,787.0072862
H47,C18,1037.855293
H47,C19,1379.874234
H47,C20,1400.005639
H47,C7,1215.648756
H47,C21,1770.185926
H47,C22,1576.968911
H47,C23,1199.407371
H47,C24,1219.726605
H47,C25,1278.819739
H47,C26,647.8016489
H47,C27,1281.50359
H47,C28,1081.495849
H47,C31,225.4580796
H47,C29,1116.400776
H47,C30,462.8296519
H48,C1,902.5303698
H48,C2,980.1202325
H48,C3,934.724862
H48,C4,1016.240664
H48,C5,1299.687305
H48,C6,1489.019457
H48,C8,1447.204454
H48,C9,658.6860507
H48,C10,394.584108
H48,C11,155.5440914
H48,C12,257.1920973
H48,C13,386.4699155
H48,C14,454.3990641
H48,C15,1820.47783
H48,C16,2018.257306
H48,C17,874.906483
H48,C18,1125.75449
H48,C19,1467.773431
H48,C20,1487.904836
H48,C7,1303.547952
H48,C21,1858.085123
H48,C22,1664.868108
H48,C23,1287.306568
H48,C24,1307.625802
H48,C25,1366.718936
H48,C26,735.7008457
H48,C27,1369.402786
H48,C28,1169.395046
H48,C31,313.3572764
H48,C29,1204.299973
H48,C30,550.7288487
H49,C1,962.9912735
H49,C2,1040.581136
H49,C3,995.1857658
H49,C4,1076.701567
H49,C5,1360.148209
H49,C6,1549.48036
H49,C8,1507.665357
H49,C9,719.1469545
H49,C10,455.0450117
H49,C11,216.0049951
H49,C12,317.653001
H49,C13,446.9308192
H49,C14,514.8599678
H49,C15,1880.938734
H49,C16,2078.71821
H49,C17,935.3673867
H49,C18,1186.215393
H49,C19,1528.234335
H49,C20,1548.36574
H49,C7,1364.008856
H49,C21,1918.546027
H49,C22,1725.329012
H49,C23,1347.767471
H49,C24,1368.086706
H49,C25,1427.179839
H49,C26,796.1617495
H49,C27,1429.86369
H49,C28,1229.85595
H49,C31,373.8181801
H49,C29,1264.760876
H49,C30,611.1897525
H50,C1,1827.195192
H50,C2,1904.785055
H50,C3,1859.389684
H50,C4,1873.4532
H50,C5,1594.852539
H50,C6,1407.563229
H50,C8,1596.766392
H50,C9,1583.350873
H50,C10,1319.24893
H50,C11,1087.903855
H50,C12,1218.296097
H50,C13,1347.573916
H50,C14,794.7174141
H50,C15,1757.509717
H50,C16,1955.289192
H50,C17,378.5646521
H50,C18,118.3275043
H50,C19,452.3577536
H50,C20,825.644497
H50,C7,812.7763237
H50,C21,1795.117009
H50,C22,655.7112472
H50,C23,170.3855044
H50,C24,292.2101242
H50,C25,1721.997465
H50,C26,506.4846355
H50,C27,1520.770817
H50,C28,678.6234175
H50,C29,1804.917362
H50,C30,883.8008576
H50,C31,1238.022099
