origin_id,destination_id,entry_cost,network_cost,exit_cost,total_cost
C29,H3,2.2243041,551.1438964,15.2977012,568.6659016
C29,H4,2.2243041,518.8672307,49.9992527,571.0907875
C29,H5,2.2243041,489.9066963,33.2086706,525.3396710
C29,H6,2.2243041,409.9336334,27.5230097,439.6809472
C29,H7,2.2243041,526.6920593,23.1407599,552.0571232
C29,H8,2.2243041,502.4852402,30.5296778,535.2392221
C29,H9,2.2243041,1696.2461389,21.7951881,1720.2656310
C29,H12,2.2243041,1829.7692725,88.3117969,1920.3053734
C29,H10,2.2243041,1726.3733628,68.1306740,1796.7283408
C29,H11,2.2243041,1772.2365018,47.2239548,1821.6847607
C30,H1,5.9276418,1109.6908663,17.2361439,1132.8546520
C30,H2,5.9276418,1127.7477027,32.4179764,1166.0933209
C30,H3,5.9276418,1134.4805628,15.2977012,1155.7059058
C30,H4,5.9276418,1102.2038971,49.9992527,1158.1307917
C30,H5,5.9276418,538.3969035,33.2086706,577.5332160
C30,H6,5.9276418,458.4238406,27.5230097,491.8744922
C30,H7,5.9276418,575.1822665,23.1407599,604.2506682
C30,H8,5.9276418,550.9754474,30.5296778,587.4327671
C30,H9,5.9276418,892.2838734,21.7951881,920.0067033
C30,H12,5.9276418,1025.8070070,88.3117969,1120.0464457
C30,H10,5.9276418,922.4110972,68.1306740,996.4694131
C30,H11,5.9276418,968.2742363,47.2239548,1021.4258330
