222,333
1,5
2,0
3,0
4,0
5,10
6,9
7,9
8,5
9,1
10,2
11,3
12,0
13,9
14,0
15,0
16,0
17,3
18,5
19,1
20,2
21,0
22,3
23,0
24,8
25,8
26,5
27,0
28,0
29,1
30,0
31,2
