111,222
1,1
2,8
3,5
4,29
5,11
6,9
7,29
8,10
9,13
10,29
11,10
12,31
13,13
14,13
15,29
16,26
17,26
18,17
19,17
20,17
21,17
22,24
23,24
24,18
25,24
26,18
27,22
28,18
29,20
30,19
31,22
32,5
33,7
34,5
35,25
36,5
37,1
38,5
39,6
40,6
41,7
42,6
43,10
44,9
45,19
46,26
47,9
48,10
49,10
50,17
